id,Age,Birth_Country,Date_of_Birth,Function,Gender,Height_m,Place_of_birth,Residence_Country,name,events,Place_of_residence
0,27,Hungary,23 Jan 1997,Athlete,Female,,SZEKESFEHERVAR,Hungary,SEBESTYEN Dalma,"         Discipline                                     Event  Rank  Medal
0  SwimmingSwimming  Women's 200m Individual MedleyHUNHungary    25    NaN",GYOR
0,25,Finland,12 Dec 1998,Athlete,Female,,MIKKELI,Finland,HULKKO Ida,"         Discipline                                Event  Rank  Medal
0  SwimmingSwimming  Women's 100m BreaststrokeFINFinland    26    NaN",TAMPERE
0,23,Poland,5 Aug 2001,Athlete,Female,,LEGNICA,Great Britain,FIEDKIEWICZ Kornelia,"         Discipline                                      Event  Rank  Medal
0  SwimmingSwimming             Women's 50m FreestylePOLPoland    20    NaN
1  SwimmingSwimming            Women's 100m FreestylePOLPoland    20    NaN
2  SwimmingSwimming  Women's 4 x 100m Freestyle RelayPOLPoland    13    NaN
3  SwimmingSwimming     Women's 4 x 100m Medley RelayPOLPoland    12    NaN
4  SwimmingSwimming       Mixed 4 x 100m Medley RelayPOLPoland    14    NaN",LOUGHBOROUGH
0,28,Sweden,22 Jan 1996,Athlete,Male,,V?STRA FR?LUNDA,,ELIASSON Isak,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteSWESweden   NaN    NaN
1  SwimmingSwimming  Men's 4 x 100m Freestyle RelaySWESweden  15.0    NaN",
0,22,Italy,26 Jan 2002,Athlete,Female,,BOLOGNA,Italy,COCCONCELLI Costanza,"         Discipline                                Event  Rank  Medal
0  SwimmingSwimming       Women's 100m ButterflyITAItaly    21    NaN
1  SwimmingSwimming  Mixed 4 x 100m Medley RelayITAItaly    11    NaN",BOLOGNA
0,22,Chinese Taipei,23 Jan 2002,Athlete,Male,,TAIPEI CITY,Chinese Taipei,WANG Kuan-Hung,"         Discipline                                  Event  Rank  Medal
0  SwimmingSwimming  Men's 200m ButterflyTPEChinese Taipei    11    NaN",TAIPEI CITY
0,21,,7 Jul 2003,Athlete,Male,,,Israel,MARAANA Adam,"         Discipline                           Event  Rank  Medal
0  SwimmingSwimming  Men's 100m BackstrokeISRIsrael    28    NaN",HAIFA
0,15,,5 Oct 2009,Athlete,Female,,,,MCCUTCHEON Anahira,"         Discipline                         Event  Rank  Medal
0  SwimmingSwimming  Women's 50m FreestyleFIJFiji    37    NaN",
0,26,France,14 Jan 1998,Athlete,Male,,DIJON,France,FUCHS Roman,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteFRAFrance   NaN    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelayFRAFrance   5.0    NaN",PARIS
0,34,Greece,5 Apr 1990,Athlete,Male,,CHOLARGOS,,MELADINIS Odyssefs,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteGREGreece   NaN    NaN
1  SwimmingSwimming  Men's 4 x 100m Freestyle RelayGREGreece  16.0    NaN",
0,26,Great Britain,8 Jul 1998,Athlete,Male,,PONTEFRACT,Great Britain,LITCHFIELD Joe Richard,"         Discipline                                        Event  Rank  Medal
0  SwimmingSwimming           Relay Only AthleteGBRGreat Britain   NaN    NaN
1  SwimmingSwimming  Men's 4 x 100m Medley RelayGBRGreat Britain   4.0    NaN
2  SwimmingSwimming  Mixed 4 x 100m Medley RelayGBRGreat Britain   7.0    NaN",LOUGHBOROUGH
0,30,Japan,24 May 1994,Athlete,Male,,IRUMA,,SETO Daiya,"         Discipline                                 Event  Rank  Medal
0  SwimmingSwimming  Men's 200m Individual MedleyJPNJapan     7    NaN
1  SwimmingSwimming  Men's 400m Individual MedleyJPNJapan     7    NaN",
0,23,Germany,12 Nov 2000,Athlete,Female,,DERNBACH,Germany,KOEHLER Angelina,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming         Women's 100m ButterflyGERGermany     4    NaN
1  SwimmingSwimming  Women's 4 x 100m Medley RelayGERGermany     9    NaN
2  SwimmingSwimming    Mixed 4 x 100m Medley RelayGERGermany     9    NaN",BERLIN
0,26,Poland,18 Mar 1998,Athlete,Female,,CHORZOW,Poland,PEDA Paulina,"         Discipline                                   Event  Rank  Medal
0  SwimmingSwimming             Relay Only AthletePOLPoland   NaN    NaN
1  SwimmingSwimming  Women's 4 x 100m Medley RelayPOLPoland  12.0    NaN",KATOWICE
0,23,Brazil,2 Jul 2001,Athlete,Male,,BELO HORIZONTE,Brazil,OLIVEIRA DE MORAES Eduardo,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming            Men's 400m FreestyleBRABrazil    28    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelayBRABrazil    12    NaN",BELO HORIZONTE
0,22,,27 Apr 2002,Athlete,Female,,,Türkiye,BILGIN Zehra,"         Discipline                                       Event  Rank  Medal
0  SwimmingSwimming                Relay Only AthleteTURTürkiye   NaN    NaN
1  SwimmingSwimming  Women's 4 x 200m Freestyle RelayTURTürkiye  16.0    NaN",ISTANBUL
0,21,Belarus,3 Jan 2003,Athlete,Female,,BREST,,SHKURDAI Anastasiya,"         Discipline                          Event  Rank  Medal
0  SwimmingSwimming  Women's 100m BackstrokeAINAIN    20    NaN
1  SwimmingSwimming  Women's 200m BackstrokeAINAIN     8    NaN",
0,19,,20 May 2005,Athlete,Female,,,,HOSEI Yuri,"         Discipline                          Event Rank  Medal
0  SwimmingSwimming  Women's 50m FreestylePLWPalau  =64    NaN",
0,24,,23 May 2000,Athlete,Male,,,Austria,BUCHER Simon,"         Discipline                                  Event  Rank  Medal
0  SwimmingSwimming         Men's 100m ButterflyAUTAustria    10    NaN
1  SwimmingSwimming  Men's 4 x 100m Medley RelayAUTAustria    12    NaN",LINZ
0,20,Kuwait,24 Jan 2004,Athlete,Female,,KUWAIT CITY,United States,DASHTI Lara,"         Discipline                               Event  Rank  Medal
0  SwimmingSwimming  Women's 100m BreaststrokeKUWKuwait    37    NaN","WELLESLEY, MA"
0,21,Poland,23 Sep 2003,Athlete,Female,,KALISZ,Poland,MAIK Julia,"         Discipline                                      Event  Rank  Medal
0  SwimmingSwimming                Relay Only AthletePOLPoland   NaN    NaN
1  SwimmingSwimming  Women's 4 x 100m Freestyle RelayPOLPoland  13.0    NaN",KALISZ
0,21,,15 May 2003,Athlete,Male,,,,ZHALAYEV Musa,"         Discipline                                Event  Rank  Medal
0  SwimmingSwimming  Men's 100m FreestyleTKMTurkmenistan    61    NaN",
0,27,Brazil,12 Mar 1997,Athlete,Male,,RIBEIRAO PRETO,Brazil,BASSETO Guilherme,"         Discipline                                 Event  Rank  Medal
0  SwimmingSwimming           Relay Only AthleteBRABrazil   NaN    NaN
1  SwimmingSwimming  Mixed 4 x 100m Medley RelayBRABrazil  16.0    NaN",SANTOS
0,23,Iceland,31 Oct 2000,Athlete,Female,,,Denmark,JORUNNARDOTTIR Snaefridur Sol,"         Discipline                             Event  Rank  Medal
0  SwimmingSwimming  Women's 100m FreestyleISLIceland    19    NaN
1  SwimmingSwimming  Women's 200m FreestyleISLIceland    15    NaN",AALBORG
0,20,China,14 Mar 2004,Athlete,Female,,SHANGHAI,China,TANG Qianting,"         Discipline                                  Event  Rank         Medal
0  SwimmingSwimming      Women's 100m BreaststrokeCHNChina     2  Silver Medal
1  SwimmingSwimming  Women's 4 x 100m Medley RelayCHNChina     3  Bronze Medal
2  SwimmingSwimming    Mixed 4 x 100m Medley RelayCHNChina     2  Silver Medal",SHANGHAI
0,22,United States,25 Sep 2002,Athlete,Female,,"GERMANTOWN HILLS, IL",United States,PEPLOWSKI Anna,"         Discipline  ...         Medal
0  SwimmingSwimming  ...           NaN
1  SwimmingSwimming  ...  Silver Medal

[2 rows x 4 columns]","BLOOMINGTON, IN"
0,25,United States,9 Oct 1999,Athlete,Female,,,United States,TARAZI Valerie Rose,"         Discipline                                       Event  Rank  Medal
0  SwimmingSwimming  Women's 200m Individual MedleyPLEPalestine    32    NaN",
0,25,Great Britain,2 Mar 1999,Athlete,Female,,BUXTON,Great Britain,WOOD Abbie,"         Discipline  ... Medal
0  SwimmingSwimming  ...   NaN
1  SwimmingSwimming  ...   NaN

[2 rows x 4 columns]",LOUGHBOROUGH
0,22,Switzerland,5 Mar 2002,Athlete,Male,,LUTRY,United States,BEHAR Tiago,"         Discipline                                         Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteSUISwitzerland   NaN    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelaySUISwitzerland  16.0    NaN","TEMPE, AZ"
0,20,,29 Sep 2004,Athlete,Male,,,,GRESHAM Zackary,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Men's 100m BackstrokeGRNGrenada    44    NaN",
0,30,Sweden,12 Jan 1994,Athlete,Male,,KUNGSBACKA,Sweden,PERSSON Erik,"         Discipline                                 Event  Rank  Medal
0  SwimmingSwimming      Men's 200m BreaststrokeSWESweden    13    NaN
1  SwimmingSwimming  Mixed 4 x 100m Medley RelaySWESweden    12    NaN",KUNGSBACKA
0,24,Canada,14 Mar 2000,Athlete,Female,,"RED DEER, AB",Canada,SMITH Rebecca,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Women's 100m ButterflyCANCanada    24    NaN","CALGARY, AB"
0,23,Australia,12 Jun 2001,Athlete,Male,,"CAMPSIE, NSW",Australia,LEE Se-Bom,"         Discipline                              Event  Rank  Medal
0  SwimmingSwimming  Men's 200m BackstrokeAUSAustralia    18    NaN","SYDNEY, NSW"
0,21,Spain,11 Oct 2003,Athlete,Male,,,United States,VAN WESTERING Kai,"         Discipline                                      Event Rank  Medal
0  SwimmingSwimming        Men's 100m BackstrokeNEDNetherlands  =21    NaN
1  SwimmingSwimming        Men's 200m BackstrokeNEDNetherlands   23    NaN
2  SwimmingSwimming  Men's 4 x 100m Medley RelayNEDNetherlands    8    NaN
3  SwimmingSwimming  Mixed 4 x 100m Medley RelayNEDNetherlands    6    NaN","BLOOMINGTON, IN"
0,22,Luxembourg,28 Dec 2001,Athlete,Female,,WILTZ,France,GASPARD Florine,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Women's 50m FreestyleBELBelgium    15    NaN",MARSEILLE
0,21,France,27 Jan 2003,Athlete,Female,,AUCHEL,France,NOWACZYK Lison,"         Discipline                                      Event  Rank  Medal
0  SwimmingSwimming                Relay Only AthleteFRAFrance   NaN    NaN
1  SwimmingSwimming  Women's 4 x 100m Freestyle RelayFRAFrance   6.0    NaN",BETHUNE
0,28,Great Britain,26 Nov 1995,Athlete,Male,,BURY,Great Britain,GUY James,"         Discipline  ...       Medal
0  SwimmingSwimming  ...         NaN
1  SwimmingSwimming  ...  Gold Medal

[2 rows x 4 columns]",BATH
0,19,China,31 Mar 2005,Athlete,Male,,XUZHOU,,DONG Zhihao,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Men's 200m BreaststrokeCHNChina     4    NaN",
0,30,,17 Jun 1994,Athlete,Male,,,Austria,REITSHAMMER Bernhard,"         Discipline                                  Event  Rank  Medal
0  SwimmingSwimming        Men's 100m BackstrokeAUTAustria    36    NaN
1  SwimmingSwimming      Men's 100m BreaststrokeAUTAustria    15    NaN
2  SwimmingSwimming  Men's 4 x 100m Medley RelayAUTAustria    12    NaN",LINZ
0,24,Israel,18 Oct 2000,Athlete,Male,,JERUSALEM,United States,FRANKEL Tomer,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming            Men's 100m FreestyleISRIsrael    21    NaN
1  SwimmingSwimming            Men's 100m ButterflyISRIsrael    21    NaN
2  SwimmingSwimming  Men's 4 x 100m Freestyle RelayISRIsrael    14    NaN
3  SwimmingSwimming  Men's 4 x 200m Freestyle RelayISRIsrael     9    NaN","BLOOMINGTON, IN"
0,21,South Africa,28 Jul 2003,Athlete,Male,,PIETERMARITZBURG,South Africa,SATES Matthew,"         Discipline                                        Event  Rank  Medal
0  SwimmingSwimming          Men's 100m ButterflyRSASouth Africa    35    NaN
1  SwimmingSwimming          Men's 200m ButterflyRSASouth Africa    20    NaN
2  SwimmingSwimming  Men's 200m Individual MedleyRSASouth Africa    21    NaN",PRETORIA
0,23,Netherlands,31 Aug 2001,Athlete,Female,,,Netherlands,HOLKENBORG Silke,"         Discipline  ... Medal
0  SwimmingSwimming  ...   NaN
1  SwimmingSwimming  ...   NaN

[2 rows x 4 columns]",AMSTERDAM
0,22,Netherlands,28 May 2002,Athlete,Female,,,Netherlands,DE JONG Imani,"         Discipline  ... Medal
0  SwimmingSwimming  ...   NaN
1  SwimmingSwimming  ...   NaN

[2 rows x 4 columns]",AMSTERDAM
0,22,Great Britain,17 Sep 2002,Athlete,Male,,,Great Britain,COHOON Alexander,"         Discipline                                           Event Rank  Medal
0  SwimmingSwimming             Men's 50m FreestyleGBRGreat Britain  =33    NaN
1  SwimmingSwimming  Men's 4 x 100m Freestyle RelayGBRGreat Britain    5    NaN",LOUGHBOROUGH
0,22,Malaysia,2 Sep 2002,Athlete,Male,,,,KHIEW Hoe Yean,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Men's 400m FreestyleMASMalaysia    27    NaN",
0,18,Hungary,29 Jun 2006,Athlete,Female,,BUDAPEST,Hungary,MOLNAR Dora,"         Discipline                              Event  Rank  Medal
0  SwimmingSwimming  Women's 200m BackstrokeHUNHungary    12    NaN",BUDAPEST
0,20,Australia,3 Aug 2004,Athlete,Male,,"CLAYTON, VIC",Australia,PETRIC William Campbell,"         Discipline                                     Event  Rank  Medal
0  SwimmingSwimming  Men's 200m Individual MedleyAUSAustralia    10    NaN
1  SwimmingSwimming  Men's 400m Individual MedleyAUSAustralia    12    NaN","MELBOURNE, VIC"
0,28,Australia,10 Feb 1996,Athlete,Female,,"PERTH, WA",Australia,THROSSELL Brianna,"         Discipline  ...       Medal
0  SwimmingSwimming  ...         NaN
1  SwimmingSwimming  ...  Gold Medal

[2 rows x 4 columns]","BRISBANE, QLD"
0,18,United States,17 Oct 2006,Athlete,Male,,"HOUSTON, TX",Spain,FENTE--DAMERS Rafael,"         Discipline                                    Event Rank         Medal
0  SwimmingSwimming            Men's 100m FreestyleFRAFrance  =23           NaN
1  SwimmingSwimming  Men's 4 x 100m Freestyle RelayFRAFrance   12           NaN
2  SwimmingSwimming     Men's 4 x 100m Medley RelayFRAFrance    3  Bronze Medal",MADRID
0,32,France,4 Jun 1992,Athlete,Male,,OLLIOULES,Italy,JOLY Damien,"         Discipline                           Event  Rank  Medal
0  SwimmingSwimming  Men's 1500m FreestyleFRAFrance     8    NaN",LIVORNO
0,24,Japan,6 Jul 2000,Athlete,Male,,KANAGAWA,Japan,MANO Hidenari,"         Discipline                                   Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteJPNJapan   NaN    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelayJPNJapan   7.0    NaN",
0,21,,25 Dec 2002,Athlete,Male,,,,ABDOLI Samyar,"         Discipline                           Event  Rank  Medal
0  SwimmingSwimming  Men's 100m FreestyleIRIIR Iran    48    NaN",
0,23,Spain,15 Oct 2001,Athlete,Male,,TARRAGONA,United States,COLL MARTI Carles,"         Discipline  ... Medal
0  SwimmingSwimming  ...   NaN
1  SwimmingSwimming  ...   NaN

[2 rows x 4 columns]","BLACKSBURG, VI"
0,29,France,16 Feb 1995,Athlete,Female,,MARSEILLE,France,GASTALDELLO Beryl,"         Discipline                                      Event  Rank  Medal
0  SwimmingSwimming             Women's 50m FreestyleFRAFrance    11    NaN
1  SwimmingSwimming            Women's 100m FreestyleFRAFrance    16    NaN
2  SwimmingSwimming           Women's 100m BackstrokeFRAFrance     8    NaN
3  SwimmingSwimming  Women's 4 x 100m Freestyle RelayFRAFrance     6    NaN
4  SwimmingSwimming     Women's 4 x 100m Medley RelayFRAFrance     6    NaN
5  SwimmingSwimming       Mixed 4 x 100m Medley RelayFRAFrance     4    NaN",
0,28,Puerto Rico,16 Jan 1996,Athlete,Male,,BAYAMON,United States,MORALES Yeziel,"         Discipline                                Event  Rank  Medal
0  SwimmingSwimming  Men's 100m BackstrokePURPuerto Rico    38    NaN
1  SwimmingSwimming  Men's 200m BackstrokePURPuerto Rico    26    NaN","MISSION VIEJO, CA"
0,23,Greece,20 Mar 2001,Athlete,Male,,CHANIA,,PAPASTAMOS Apostolos,"         Discipline                                  Event  Rank  Medal
0  SwimmingSwimming  Men's 200m Individual MedleyGREGreece    16    NaN
1  SwimmingSwimming  Men's 400m Individual MedleyGREGreece    15    NaN",
0,25,Italy,18 Dec 1998,Athlete,Female,,ROME,Italy,QUADARELLA Simona,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming   Women's 800m FreestyleITAItaly     4    NaN
1  SwimmingSwimming  Women's 1500m FreestyleITAItaly     4    NaN",ROME
0,25,Hungary,7 Oct 1999,Athlete,Male,,BUDAPEST,Hungary,MARTON Richard,"         Discipline                           Event  Rank  Medal
0  SwimmingSwimming  Men's 200m ButterflyHUNHungary    14    NaN",BUDAPEST
0,21,,15 Jun 2003,Athlete,Male,,,Thailand,DIALLO Elhadj N'gnane,"         Discipline                         Event  Rank  Medal
0  SwimmingSwimming  Men's 50m FreestyleGUIGuinea    57    NaN",
0,18,,11 Nov 2005,Athlete,Male,,,France,KPADE Alexis Michel Roger Dodji,"         Discipline                          Event  Rank  Medal
0  SwimmingSwimming  Men's 100m BackstrokeBENBenin    42    NaN",LE HAVRE
0,26,United States,20 Feb 1998,Athlete,Male,,"RICHMOND, VA",United States,SWANSON Charlie,"         Discipline  ...         Medal
0  SwimmingSwimming  ...           NaN
1  SwimmingSwimming  ...  Silver Medal
2  SwimmingSwimming  ...    Gold Medal

[3 rows x 4 columns]","ANN ARBOR, MI"
0,20,Brazil,20 Sep 2004,Athlete,Female,,SAO PAOLO,United States,BALDUCCINI Stephanie,"         Discipline                                      Event  Rank  Medal
0  SwimmingSwimming                Relay Only AthleteBRABrazil   NaN    NaN
1  SwimmingSwimming  Women's 4 x 100m Freestyle RelayBRABrazil  12.0    NaN
2  SwimmingSwimming  Women's 4 x 200m Freestyle RelayBRABrazil   7.0    NaN
3  SwimmingSwimming       Mixed 4 x 100m Medley RelayBRABrazil  16.0    NaN","ANN ARBOR, MI"
0,27,Netherlands,4 Nov 1996,Athlete,Male,,HAAREN,Netherlands,PIJNENBURG Stan,"         Discipline                                      Event  Rank  Medal
0  SwimmingSwimming           Relay Only AthleteNEDNetherlands   NaN    NaN
1  SwimmingSwimming  Men's 4 x 100m Medley RelayNEDNetherlands   8.0    NaN",EINDHOVEN
0,16,,28 Sep 2008,Athlete,Female,,,,BEIQI Hana,"         Discipline                           Event  Rank  Medal
0  SwimmingSwimming  Women's 50m FreestyleKOSKosovo    43    NaN",
0,20,,25 Jul 2004,Athlete,Male,,GRANADA,Spain,GARACH BENITO Carlos,"                           Discipline  ... Medal
0  Marathon SwimmingMarathon Swimming  ...   NaN
1                    SwimmingSwimming  ...   NaN
2                    SwimmingSwimming  ...   NaN
3                    SwimmingSwimming  ...   NaN

[4 rows x 4 columns]",MALAGA
0,23,,23 Jul 2001,Athlete,Female,,,United States,HARVEY Emma,"         Discipline                              Event  Rank  Medal
0  SwimmingSwimming  Women's 100m BackstrokeBERBermuda    23    NaN","STATE COLLEGE, PA"
0,20,,15 Oct 2004,Athlete,Male,,,,GRACIK Daniel,"         Discipline                           Event  Rank  Medal
0  SwimmingSwimming  Men's 100m FreestyleCZECzechia    39    NaN
1  SwimmingSwimming  Men's 100m ButterflyCZECzechia    27    NaN",
0,21,France,9 Feb 2003,Athlete,Male,,QUIMPER,France,LE GOFF Yann,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteFRAFrance   NaN    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelayFRAFrance   5.0    NaN",RENNES
0,21,Germany,17 Oct 2003,Athlete,Male,,GREVENBROICH,United States,BUESSING Cedric,"         Discipline                                   Event  Rank  Medal
0  SwimmingSwimming  Men's 400m Individual MedleyGERGermany     8    NaN",INDIANAPOLIS
0,21,,24 Mar 2003,Athlete,Male,,,,SALEEM Ziyad,"         Discipline                          Event  Rank  Medal
0  SwimmingSwimming  Men's 200m BackstrokeSUDSudan    27    NaN",
0,28,,17 Jun 1996,Athlete,Male,,,Austria,GIGLER Heiko,"         Discipline                                  Event  Rank  Medal
0  SwimmingSwimming           Relay Only AthleteAUTAustria   NaN    NaN
1  SwimmingSwimming  Men's 4 x 100m Medley RelayAUTAustria  12.0    NaN",GRAZ
0,24,Cyprus,6 Apr 2000,Athlete,Female,,LIMASSOL,Greece,ANTONIOU Kalia,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Women's 100m FreestyleCYPCyprus    18    NaN",
0,20,Germany,8 Mar 2004,Athlete,Female,,MAGDEBURG,Germany,MAERTENS Leonie,"                           Discipline  ... Medal
0  Marathon SwimmingMarathon Swimming  ...   NaN
1                    SwimmingSwimming  ...   NaN
2                    SwimmingSwimming  ...   NaN

[3 rows x 4 columns]",MAGDEBURG
0,23,Qatar,28 Sep 2001,Athlete,Male,,DOHA,,AL-OBAIDLY Abdulaziz,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Men's 100m BreaststrokeQATQatar    30    NaN",
0,27,Bolivia,28 Oct 1996,Athlete,Female,,SANTA CRUZ DE LA SIERRA,,RIBERA Maria Jose,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Women's 50m FreestyleBOLBolivia    28    NaN",
0,24,,18 Jan 2000,Athlete,Male,,,United States,VARJASI Peter,"         Discipline                                     Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteGERGermany   NaN    NaN
1  SwimmingSwimming  Men's 4 x 100m Freestyle RelayGERGermany   7.0    NaN",TALLAHASSEE
0,24,Czechia,1 Apr 2000,Athlete,Female,,PRAGUE,Czechia,SEEMANOVA Barbora,"         Discipline                                     Event  Rank  Medal
0  SwimmingSwimming          Women's 100m FreestyleCZECzechia    13    NaN
1  SwimmingSwimming          Women's 200m FreestyleCZECzechia     6    NaN
2  SwimmingSwimming          Women's 100m ButterflyCZECzechia    11    NaN
3  SwimmingSwimming  Women's 200m Individual MedleyCZECzechia    22    NaN",
0,22,Italy,17 Jan 2002,Athlete,Male,,CATANZARO,Italy,CASERTA Giovanni,"         Discipline                                   Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteITAItaly   NaN    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelayITAItaly  10.0    NaN",ROME
0,23,United States,3 Apr 2001,Athlete,Male,,"SANTA CRUZ, CA",Netherlands,CORBEAU Caspar,"         Discipline  ...         Medal
0  SwimmingSwimming  ...           NaN
1  SwimmingSwimming  ...  Bronze Medal
2  SwimmingSwimming  ...           NaN
3  SwimmingSwimming  ...           NaN

[4 rows x 4 columns]",AMSTERDAM
0,20,China,9 Jun 2004,Athlete,Male,,SHENZHEN,China,NIU Guangsheng,"         Discipline  ... Medal
0  SwimmingSwimming  ...   NaN
1  SwimmingSwimming  ...   NaN

[2 rows x 4 columns]",
0,28,United States,16 Jan 1996,Athlete,Male,,"MIAMI, FL",United States,PERIBONIO AVILA Tomas,"         Discipline                                   Event  Rank  Medal
0  SwimmingSwimming  Men's 200m Individual MedleyECUEcuador    19    NaN","FORT LAUDERDALE, FL"
0,21,,4 Mar 2003,Athlete,Male,,,,STICKLAND Johann,"         Discipline                         Event  Rank  Medal
0  SwimmingSwimming  Men's 100m FreestyleSAMSamoa    66    NaN",
0,23,,29 Sep 2001,Athlete,Male,,,Japan,MATSUYAMA Riku,"         Discipline                                Event  Rank  Medal
0  SwimmingSwimming        Men's 100m BackstrokeJPNJapan    31    NaN
1  SwimmingSwimming  Men's 4 x 100m Medley RelayJPNJapan    14    NaN
2  SwimmingSwimming  Mixed 4 x 100m Medley RelayJPNJapan     8    NaN",TOKYO
0,17,,14 May 2007,Athlete,Male,,,,ZHANG Zhanshuo,"         Discipline                                   Event Rank  Medal
0  SwimmingSwimming            Men's 400m FreestyleCHNChina  =12    NaN
1  SwimmingSwimming            Men's 800m FreestyleCHNChina   21    NaN
2  SwimmingSwimming    Men's 400m Individual MedleyCHNChina   10    NaN
3  SwimmingSwimming  Men's 4 x 200m Freestyle RelayCHNChina    4    NaN",
0,21,Bermuda,6 May 2003,Athlete,Male,,HAMILTON,United States,HARVEY Jack,"         Discipline                            Event  Rank  Medal
0  SwimmingSwimming  Men's 100m BackstrokeBERBermuda    39    NaN","STATE COLLEGE, PA"
0,23,United States,28 Jan 2001,Athlete,Female,,"MISSOULA, MT",United States,BERKOFF Katharine,"         Discipline  ...         Medal
0  SwimmingSwimming  ...  Bronze Medal
1  SwimmingSwimming  ...    Gold Medal

[2 rows x 4 columns]","RALEIGH, NC"
0,32,Singapore,21 Apr 1992,Athlete,Male,,SINGAPORE,Ireland,BAGSHAW Jeremy,"         Discipline                                    Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteCANCanada   NaN    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelayCANCanada  14.0    NaN",LIMERICK
0,22,,24 May 2002,Athlete,Male,,,,DOUEIHY Simon,"         Discipline                           Event  Rank  Medal
0  SwimmingSwimming  Men's 100m FreestyleLBNLebanon    42    NaN",
0,20,,12 Jul 2004,Athlete,Female,,,,EGNER Maxine,"         Discipline                              Event  Rank  Medal
0  SwimmingSwimming  Women's 100m FreestyleBOTBotswana    27    NaN",
0,17,United States,1 Mar 2007,Athlete,Female,,"NEW YORK, NY",United States,WEINSTEIN Claire,"         Discipline  ...         Medal
0  SwimmingSwimming  ...           NaN
1  SwimmingSwimming  ...  Silver Medal

[2 rows x 4 columns]","LAS VEGAS, NV"
0,22,Israel,28 May 2002,Athlete,Female,,MITZPE AVIV,United States,BARZELAY Aviv,"         Discipline                             Event  Rank  Medal
0  SwimmingSwimming  Women's 100m BackstrokeISRIsrael    25    NaN
1  SwimmingSwimming  Women's 200m BackstrokeISRIsrael    18    NaN","COLLEGE STATION, TX"
0,27,Italy,3 May 1997,Athlete,Female,,FLORENCE,Italy,TADDEUCCI Ginevra,"                           Discipline  ...         Medal
0  Marathon SwimmingMarathon Swimming  ...  Bronze Medal
1                    SwimmingSwimming  ...           NaN

[2 rows x 4 columns]",EMPOLI
0,26,Australia,22 Sep 1998,Athlete,Male,,"AUCHENFLOWER, QLD",Australia,CARTWRIGHT Jack,"         Discipline  ...         Medal
0  SwimmingSwimming  ...           NaN
1  SwimmingSwimming  ...  Silver Medal

[2 rows x 4 columns]","BRISBANE, QLD"
0,18,,16 Dec 2005,Athlete,Female,,,,HUR Yeonkyung,"         Discipline                                Event  Rank  Medal
0  SwimmingSwimming           Relay Only AthleteKORKorea   NaN    NaN
1  SwimmingSwimming  Mixed 4 x 100m Medley RelayKORKorea  15.0    NaN",
0,23,Korea,14 Feb 2001,Athlete,Male,,SEOUL,Korea,LEE Hojoon,"         Discipline                                   Event  Rank  Medal
0  SwimmingSwimming              Relay Only AthleteKORKorea   NaN    NaN
1  SwimmingSwimming  Men's 4 x 200m Freestyle RelayKORKorea   6.0    NaN",DAEGU
0,20,,17 Aug 2004,Athlete,Male,,,,GHALI Saud,"         Discipline                              Event  Rank  Medal
0  SwimmingSwimming  Men's 200m BreaststrokeBRNBahrain    25    NaN",
0,29,Suriname,8 Jul 1995,Athlete,Male,,PARAMARIBO,Netherlands,TJON-A-JOE Renzo,"         Discipline                              Event  Rank  Medal
0  SwimmingSwimming  Men's 50m FreestyleNEDNetherlands    23    NaN",AMSTERDAM
0,20,,4 Sep 2004,Athlete,Female,,,,MIANSADI Divine,"         Discipline                             Event  Rank  Medal
0  SwimmingSwimming  Women's 50m FreestyleCODDR Congo    79    NaN",
